,entry,exit,position,asset
299,2012-05-04,2012-07-26,1,"('대한항공', '대한항공우')"
300,2012-05-08,2012-06-05,1,"('CJ', 'CJ우')"
301,2012-05-24,2012-08-16,1,"('아모레G', '아모레G우')"
302,2012-06-01,2012-07-12,1,"('유한양행', '유한양행우')"
303,2012-06-11,2012-09-14,1,"('미래에셋증권', '미래에셋증권우')"
304,2012-06-13,2012-07-13,1,"('대상', '대상우')"
305,2012-06-15,2012-10-05,1,"('SK이노베이션', 'SK이노베이션우')"
306,2012-06-18,2012-07-09,1,"('현대건설', '현대건설우')"
307,2012-06-18,2012-09-20,1,"('S-Oil', 'S-Oil우')"
308,2012-06-20,2012-07-23,1,"('JW중외제약', 'JW중외제약우')"
309,2012-06-20,2012-08-14,1,"('DB하이텍', 'DB하이텍1우')"
310,2012-07-03,2012-07-25,1,"('NH투자증권', 'NH투자증권우')"
311,2012-07-03,2012-07-25,1,"('한화솔루션', '한화솔루션우')"
312,2012-07-26,2012-09-20,1,"('넥센타이어', '넥센타이어1우B')"
313,2012-07-27,2012-08-31,1,"('현대차', '현대차우')"
314,2012-07-30,2012-09-20,1,"('GS', 'GS우')"
315,2012-08-01,2012-09-06,1,"('삼성화재', '삼성화재우')"
316,2012-08-02,2012-08-27,1,"('삼성전기', '삼성전기우')"
317,2012-08-03,2012-09-03,1,"('LG전자', 'LG전자우')"
318,2012-08-07,2012-10-08,1,"('삼성SDI', '삼성SDI우')"
319,2012-08-07,2012-10-10,1,"('현대건설', '현대건설우')"
320,2012-08-08,2012-09-05,1,"('한화솔루션', '한화솔루션우')"
321,2012-08-10,2012-09-10,1,"('LG', 'LG우')"
322,2012-08-14,2012-09-06,1,"('CJ제일제당', 'CJ제일제당 우')"
323,2012-08-16,2012-12-06,1,"('대상', '대상우')"
324,2012-08-23,2012-11-12,1,"('SK네트웍스', 'SK네트웍스우')"
325,2012-08-24,2012-09-13,1,"('아모레퍼시픽', '아모레퍼시픽우')"
326,2012-08-27,2012-09-24,1,"('호텔신라', '호텔신라우')"
327,2012-08-29,2012-10-23,1,"('LG화학', 'LG화학우')"
328,2012-08-29,2012-11-26,1,"('JW중외제약', 'JW중외제약우')"
329,2012-09-05,2012-10-04,1,"('CJ', 'CJ우')"
330,2012-09-10,2013-02-05,1,"('LG', 'LG우')"
331,2012-09-13,2012-09-28,1,"('대한항공', '대한항공우')"
332,2012-09-13,2012-12-24,1,"('LG전자', 'LG전자우')"
333,2012-09-14,2012-11-27,1,"('유한양행', '유한양행우')"
334,2012-09-14,2013-03-15,1,"('NH투자증권', 'NH투자증권우')"
335,2012-09-17,2013-03-11,1,"('금호석유', '금호석유우')"
336,2012-09-20,2012-10-29,1,"('DB하이텍', 'DB하이텍1우')"
337,2012-10-05,2012-10-11,1,"('현대차', '현대차우')"
338,2012-10-09,2013-02-08,1,"('CJ제일제당', 'CJ제일제당 우')"
339,2012-10-12,2013-01-23,1,"('LG생활건강', 'LG생활건강우')"
340,2012-10-31,2012-11-07,1,"('삼성화재', '삼성화재우')"
341,2012-11-02,2013-03-18,1,"('현대건설', '현대건설우')"
342,2012-11-06,2013-01-02,1,"('GS', 'GS우')"
343,2012-11-21,2012-12-06,1,"('삼성SDI', '삼성SDI우')"
344,2012-11-26,2013-01-08,1,"('넥센타이어', '넥센타이어1우B')"
345,2012-11-30,2013-02-05,1,"('한국금융지주', '한국금융지주우')"
346,2012-12-03,2012-12-18,1,"('삼성화재', '삼성화재우')"
347,2012-12-05,2013-03-15,1,"('CJ', 'CJ우')"
348,2012-12-06,2013-02-04,1,"('S-Oil', 'S-Oil우')"
349,2012-12-11,2013-03-28,1,"('한화솔루션', '한화솔루션우')"
350,2012-12-12,2013-01-15,1,"('미래에셋증권', '미래에셋증권우')"
351,2012-12-12,2013-02-05,1,"('LG화학', 'LG화학우')"
352,2012-12-12,2013-03-15,1,"('한화', '한화우')"
353,2012-12-13,2013-02-04,1,"('삼성전자', '삼성전자우')"
354,2012-12-13,2013-08-13,1,"('JW중외제약', 'JW중외제약우')"
355,2012-12-14,2013-01-24,1,"('SK네트웍스', 'SK네트웍스우')"
356,2012-12-18,2013-03-20,1,"('삼성SDI', '삼성SDI우')"
357,2012-12-18,2013-04-12,1,"('삼성전기', '삼성전기우')"
358,2012-12-24,2013-01-28,1,"('아모레G', '아모레G우')"
359,2012-12-27,2013-01-15,1,"('SK이노베이션', 'SK이노베이션우')"
360,2012-12-27,2013-01-25,1,"('현대차', '현대차우')"
361,2012-12-27,2013-02-08,1,"('유한양행', '유한양행우')"
362,2013-01-02,2013-02-27,1,"('대한항공', '대한항공우')"
363,2013-01-03,2013-04-01,1,"('대상', '대상우')"
364,2013-01-25,2013-03-15,1,"('삼성화재', '삼성화재우')"
365,2013-01-28,2013-04-05,1,"('호텔신라', '호텔신라우')"
366,2013-02-20,2013-03-20,1,"('LG생활건강', 'LG생활건강우')"
367,2013-02-21,2013-04-02,1,"('넥센타이어', '넥센타이어1우B')"
368,2013-02-21,2013-04-05,1,"('아모레퍼시픽', '아모레퍼시픽우')"
369,2013-02-22,2013-03-20,1,"('LG', 'LG우')"
370,2013-02-22,2013-03-28,1,"('LG전자', 'LG전자우')"
371,2013-02-26,2013-04-23,1,"('삼성전자', '삼성전자우')"
372,2013-03-11,2013-05-14,1,"('유한양행', '유한양행우')"
373,2013-03-28,2013-04-10,1,"('삼성화재', '삼성화재우')"
374,2013-03-28,2013-05-16,1,"('아모레G', '아모레G우')"
375,2013-03-29,2013-04-23,1,"('한국금융지주', '한국금융지주우')"
376,2013-04-30,2013-06-17,1,"('DB하이텍', 'DB하이텍1우')"
377,2013-05-07,2013-05-20,1,"('LG생활건강', 'LG생활건강우')"
378,2013-05-08,2013-05-10,1,"('미래에셋증권', '미래에셋증권우')"
379,2013-05-08,2013-05-20,1,"('아모레퍼시픽', '아모레퍼시픽우')"
380,2013-06-18,2013-07-17,1,"('LG생활건강', 'LG생활건강우')"
381,2013-06-18,2013-08-01,1,"('LG전자', 'LG전자우')"
382,2013-06-18,2013-08-02,1,"('LG화학', 'LG화학우')"
383,2013-06-24,2013-06-25,1,"('NH투자증권', 'NH투자증권우')"
384,2013-06-25,2013-08-01,1,"('아모레퍼시픽', '아모레퍼시픽우')"
385,2013-06-28,2013-07-26,1,"('CJ', 'CJ우')"
386,2013-07-04,2013-08-06,1,"('SK이노베이션', 'SK이노베이션우')"
387,2013-07-04,2013-08-16,1,"('유한양행', '유한양행우')"
388,2013-07-09,2013-08-02,1,"('현대차', '현대차우')"
389,2013-07-09,2013-11-06,1,"('CJ제일제당', 'CJ제일제당 우')"
390,2013-07-10,2013-07-31,1,"('한국금융지주', '한국금융지주우')"
391,2013-07-11,2013-08-01,1,"('한화', '한화우')"
392,2013-07-11,2013-08-02,1,"('삼성전기', '삼성전기우')"
393,2013-07-11,2013-08-07,1,"('GS', 'GS우')"
394,2013-07-15,2013-08-29,1,"('LG', 'LG우')"
395,2013-07-15,2013-11-15,1,"('삼성SDI', '삼성SDI우')"
396,2013-07-17,2013-08-07,1,"('한화솔루션', '한화솔루션우')"
397,2013-07-22,2013-08-20,1,"('NH투자증권', 'NH투자증권우')"
398,2013-07-23,2013-08-16,1,"('삼성전자', '삼성전자우')"
399,2013-07-23,2013-08-29,1,"('미래에셋증권', '미래에셋증권우')"
400,2013-07-24,2013-08-20,1,"('현대건설', '현대건설우')"
401,2013-08-05,2013-09-10,1,"('SK네트웍스', 'SK네트웍스우')"
402,2013-08-14,2013-09-30,1,"('S-Oil', 'S-Oil우')"
403,2013-08-20,2013-10-31,1,"('삼성화재', '삼성화재우')"
404,2013-08-28,2013-10-28,1,"('현대차', '현대차우')"
405,2013-08-28,2013-11-07,1,"('CJ', 'CJ우')"
406,2013-08-30,2013-12-06,1,"('한국금융지주', '한국금융지주우')"
407,2013-09-04,2013-09-26,1,"('현대건설', '현대건설우')"
408,2013-09-04,2013-11-14,1,"('미래에셋증권', '미래에셋증권우')"
409,2013-09-05,2013-10-15,1,"('LG전자', 'LG전자우')"
410,2013-09-05,2013-12-12,1,"('금호석유', '금호석유우')"
411,2013-09-09,2013-11-08,1,"('GS', 'GS우')"
412,2013-09-10,2013-10-14,1,"('삼성전자', '삼성전자우')"
413,2013-09-10,2013-11-11,1,"('한화솔루션', '한화솔루션우')"
414,2013-09-11,2013-10-25,1,"('LG생활건강', 'LG생활건강우')"
415,2013-09-12,2013-10-16,1,"('아모레퍼시픽', '아모레퍼시픽우')"
416,2013-09-12,2013-10-25,1,"('삼성전기', '삼성전기우')"
417,2013-09-13,2013-12-26,1,"('대상', '대상우')"
418,2013-09-16,2013-11-13,1,"('대한항공', '대한항공우')"
419,2013-09-17,2013-09-30,1,"('한화', '한화우')"
420,2013-10-16,2013-11-06,1,"('호텔신라', '호텔신라우')"
421,2013-10-17,2013-11-05,1,"('LG화학', 'LG화학우')"
422,2013-10-21,2013-12-02,1,"('한화', '한화우')"
423,2013-10-21,2013-12-12,1,"('S-Oil', 'S-Oil우')"
424,2013-10-30,2014-01-27,1,"('넥센타이어', '넥센타이어1우B')"
425,2013-11-05,2013-11-06,1,"('LG', 'LG우')"
426,2013-11-19,2014-01-22,1,"('아모레G', '아모레G우')"
427,2013-11-22,2013-12-06,1,"('아모레퍼시픽', '아모레퍼시픽우')"
428,2013-11-25,2014-02-12,1,"('LG전자', 'LG전자우')"
429,2013-11-26,2013-12-11,1,"('삼성전자', '삼성전자우')"
430,2013-11-27,2014-03-07,1,"('유한양행', '유한양행우')"
431,2013-12-06,2014-02-07,1,"('JW중외제약', 'JW중외제약우')"
432,2013-12-09,2014-02-10,1,"('CJ', 'CJ우')"
433,2013-12-11,2014-01-29,1,"('현대건설', '현대건설우')"
434,2013-12-11,2014-02-03,1,"('SK네트웍스', 'SK네트웍스우')"
435,2013-12-27,2014-01-24,1,"('한화솔루션', '한화솔루션우')"
436,2013-12-27,2014-01-24,1,"('호텔신라', '호텔신라우')"
437,2013-12-27,2014-01-28,1,"('GS', 'GS우')"
438,2013-12-27,2014-02-18,1,"('대한항공', '대한항공우')"
439,2014-01-03,2014-02-25,1,"('SK이노베이션', 'SK이노베이션우')"
440,2014-01-15,2014-02-12,1,"('현대차', '현대차우')"
441,2014-01-15,2014-02-21,1,"('삼성전자', '삼성전자우')"
442,2014-01-17,2014-01-20,1,"('LG생활건강', 'LG생활건강우')"
443,2014-01-20,2014-02-06,1,"('LG화학', 'LG화학우')"
444,2014-01-21,2014-02-04,1,"('삼성전기', '삼성전기우')"
445,2014-02-06,2014-05-27,1,"('아모레퍼시픽', '아모레퍼시픽우')"
446,2014-02-27,2014-04-30,1,"('LG', 'LG우')"
447,2014-03-04,2014-06-09,1,"('SK네트웍스', 'SK네트웍스우')"
448,2014-03-17,2014-04-11,1,"('현대차', '현대차우')"
449,2014-03-24,2014-07-31,1,"('삼성화재', '삼성화재우')"
450,2014-03-26,2014-04-25,1,"('DB하이텍', 'DB하이텍1우')"
451,2014-03-28,2014-05-15,1,"('CJ제일제당', 'CJ제일제당 우')"
452,2014-03-28,2014-06-10,1,"('삼성전기', '삼성전기우')"
453,2014-03-31,2014-04-25,1,"('CJ', 'CJ우')"
454,2014-03-31,2014-05-13,1,"('금호석유', '금호석유우')"
455,2014-03-31,2014-07-14,1,"('호텔신라', '호텔신라우')"
456,2014-04-01,2014-04-28,1,"('LG화학', 'LG화학우')"
457,2014-04-04,2014-05-30,1,"('현대건설', '현대건설우')"
458,2014-04-07,2014-05-07,1,"('한국금융지주', '한국금융지주우')"
459,2014-04-07,2014-05-13,1,"('JW중외제약', 'JW중외제약우')"
460,2014-04-09,2014-04-16,1,"('미래에셋증권', '미래에셋증권우')"
461,2014-04-09,2014-04-23,1,"('NH투자증권', 'NH투자증권우')"
462,2014-04-16,2014-06-02,1,"('LG생활건강', 'LG생활건강우')"
463,2014-04-28,2014-05-23,1,"('넥센타이어', '넥센타이어1우B')"
464,2014-04-30,2014-07-15,1,"('아모레G', '아모레G우')"
465,2014-05-07,2014-05-20,1,"('삼성SDI', '삼성SDI우')"
466,2014-05-13,2014-05-20,1,"('대상', '대상우')"
467,2014-05-13,2014-06-12,1,"('한화솔루션', '한화솔루션우')"
468,2014-05-14,2014-07-15,1,"('대한항공', '대한항공우')"
469,2014-05-16,2014-05-19,1,"('S-Oil', 'S-Oil우')"
470,2014-05-16,2014-05-22,1,"('CJ', 'CJ우')"
471,2014-05-16,2014-06-03,1,"('LG', 'LG우')"
472,2014-06-02,2014-06-17,1,"('LG생활건강', 'LG생활건강우')"
473,2014-06-02,2014-07-03,1,"('유한양행', '유한양행우')"
474,2014-06-03,2014-06-11,1,"('현대건설', '현대건설우')"
475,2014-06-03,2014-08-04,1,"('S-Oil', 'S-Oil우')"
476,2014-06-23,2014-07-15,1,"('CJ제일제당', 'CJ제일제당 우')"
477,2014-06-25,2014-08-05,1,"('SK이노베이션', 'SK이노베이션우')"
478,2014-06-26,2014-07-15,1,"('미래에셋증권', '미래에셋증권우')"
479,2014-07-04,2014-12-18,1,"('한국금융지주', '한국금융지주우')"
480,2014-07-07,2014-07-17,1,"('아모레퍼시픽', '아모레퍼시픽우')"
481,2014-07-08,2014-07-15,1,"('CJ', 'CJ우')"
482,2014-07-11,2014-08-11,1,"('NH투자증권', 'NH투자증권우')"
483,2014-07-31,2014-08-06,1,"('삼성전기', '삼성전기우')"
484,2014-08-05,2014-08-29,1,"('삼성전자', '삼성전자우')"
485,2014-08-06,2014-09-18,1,"('한화', '한화우')"
486,2014-08-26,2014-10-24,1,"('현대차', '현대차우')"
487,2014-09-02,2014-10-13,1,"('JW중외제약', 'JW중외제약우')"
488,2014-09-15,2014-10-16,1,"('유한양행', '유한양행우')"
489,2014-09-17,2014-12-02,1,"('SK네트웍스', 'SK네트웍스우')"
490,2014-09-22,2014-10-20,1,"('삼성전자', '삼성전자우')"
491,2014-09-22,2014-12-16,1,"('삼성SDI', '삼성SDI우')"
492,2014-09-22,2015-01-23,1,"('대상', '대상우')"
493,2014-09-22,2015-02-16,1,"('넥센타이어', '넥센타이어1우B')"
494,2014-09-23,2014-10-13,1,"('NH투자증권', 'NH투자증권우')"
495,2014-09-23,2014-11-04,1,"('LG', 'LG우')"
496,2014-09-24,2015-01-08,1,"('대한항공', '대한항공우')"
497,2014-09-25,2014-10-22,1,"('호텔신라', '호텔신라우')"
498,2014-09-25,2014-11-10,1,"('아모레퍼시픽', '아모레퍼시픽우')"
499,2014-09-25,2014-12-08,1,"('LG전자', 'LG전자우')"
500,2014-09-29,2014-10-22,1,"('LG화학', 'LG화학우')"
501,2014-10-06,2014-11-05,1,"('삼성화재', '삼성화재우')"
502,2014-10-13,2014-11-18,1,"('GS', 'GS우')"
503,2014-10-13,2014-12-04,1,"('LG생활건강', 'LG생활건강우')"
504,2014-10-13,2014-12-10,1,"('SK이노베이션', 'SK이노베이션우')"
505,2014-10-13,2015-03-11,1,"('미래에셋증권', '미래에셋증권우')"
506,2014-10-14,2014-12-19,1,"('삼성전기', '삼성전기우')"
507,2014-10-14,2015-03-11,1,"('CJ', 'CJ우')"
508,2014-10-16,2014-10-30,1,"('유한양행', '유한양행우')"
509,2014-10-16,2014-12-12,1,"('CJ제일제당', 'CJ제일제당 우')"
510,2014-10-27,2015-03-11,1,"('S-Oil', 'S-Oil우')"
511,2014-11-04,2014-11-17,1,"('아모레G', '아모레G우')"
512,2014-11-12,2015-01-14,1,"('금호석유', '금호석유우')"
513,2014-11-12,2015-01-21,1,"('한화', '한화우')"
514,2014-11-17,2015-02-10,1,"('호텔신라', '호텔신라우')"
515,2014-11-21,2014-12-17,1,"('LG', 'LG우')"
516,2014-11-21,2015-04-27,1,"('삼성화재', '삼성화재우')"
517,2014-11-24,2015-03-16,1,"('GS', 'GS우')"
518,2014-11-24,2015-04-01,1,"('한화솔루션', '한화솔루션우')"
519,2014-11-25,2014-12-12,1,"('NH투자증권', 'NH투자증권우')"
520,2014-11-25,2015-01-09,1,"('DB하이텍', 'DB하이텍1우')"
521,2014-11-28,2015-02-09,1,"('아모레퍼시픽', '아모레퍼시픽우')"
522,2014-12-02,2015-02-17,1,"('아모레G', '아모레G우')"
523,2014-12-05,2014-12-22,1,"('현대차', '현대차우')"
524,2014-12-26,2015-02-11,1,"('LG생활건강', 'LG생활건강우')"
525,2015-01-06,2015-03-05,1,"('NH투자증권', 'NH투자증권우')"
526,2015-01-14,2015-03-05,1,"('JW중외제약', 'JW중외제약우')"
527,2015-01-14,2015-04-03,1,"('LG화학', 'LG화학우')"
528,2015-01-19,2015-03-16,1,"('SK이노베이션', 'SK이노베이션우')"
529,2015-01-23,2015-04-20,1,"('삼성SDI', '삼성SDI우')"
530,2015-01-26,2015-05-19,1,"('현대건설', '현대건설우')"
531,2015-01-27,2015-05-29,1,"('금호석유', '금호석유우')"
532,2015-01-30,2015-03-19,1,"('유한양행', '유한양행우')"
533,2015-01-30,2015-04-17,1,"('현대차', '현대차우')"
534,2015-02-06,2015-04-21,1,"('삼성전기', '삼성전기우')"
535,2015-02-17,2015-04-07,1,"('삼성전자', '삼성전자우')"
536,2015-02-23,2015-04-17,1,"('LG전자', 'LG전자우')"
537,2015-02-25,2015-04-21,1,"('LG', 'LG우')"
538,2015-02-26,2015-06-03,1,"('한화', '한화우')"
539,2015-03-11,2015-05-13,1,"('아모레퍼시픽', '아모레퍼시픽우')"
540,2015-03-12,2015-03-17,1,"('LG생활건강', 'LG생활건강우')"
541,2015-03-17,2015-04-24,1,"('한국금융지주', '한국금융지주우')"
542,2015-03-23,2015-06-18,1,"('호텔신라', '호텔신라우')"
543,2015-03-24,2015-05-15,1,"('유한양행', '유한양행우')"
544,2015-04-02,2015-04-09,1,"('GS', 'GS우')"
545,2015-04-03,2015-04-13,1,"('미래에셋증권', '미래에셋증권우')"
546,2015-04-03,2015-05-21,1,"('SK이노베이션', 'SK이노베이션우')"
547,2015-04-13,2015-06-11,1,"('JW중외제약', 'JW중외제약우')"
548,2015-04-15,2015-04-22,1,"('CJ', 'CJ우')"
549,2015-04-15,2015-05-29,1,"('LG화학', 'LG화학우')"
550,2015-04-16,2015-06-24,1,"('미래에셋증권', '미래에셋증권우')"
551,2015-04-20,2015-04-21,1,"('한화솔루션', '한화솔루션우')"
552,2015-04-23,2015-07-02,1,"('DB하이텍', 'DB하이텍1우')"
553,2015-04-24,2015-05-07,1,"('넥센타이어', '넥센타이어1우B')"
554,2015-04-29,2015-07-15,1,"('LG생활건강', 'LG생활건강우')"
555,2015-05-20,2015-08-18,1,"('CJ', 'CJ우')"
556,2015-05-21,2015-06-22,1,"('한화솔루션', '한화솔루션우')"
557,2015-05-26,2015-06-25,1,"('삼성SDI', '삼성SDI우')"
558,2015-06-01,2015-06-24,1,"('SK이노베이션', 'SK이노베이션우')"
559,2015-06-08,2015-07-08,1,"('한국금융지주', '한국금융지주우')"
560,2015-06-11,2015-08-03,1,"('삼성화재', '삼성화재우')"
561,2015-06-12,2015-06-15,1,"('LG전자', 'LG전자우')"
562,2015-06-15,2015-06-24,1,"('넥센타이어', '넥센타이어1우B')"
563,2015-06-15,2015-07-08,1,"('아모레G', '아모레G우')"
564,2015-06-17,2015-07-10,1,"('S-Oil', 'S-Oil우')"
565,2015-07-02,2015-07-06,1,"('유한양행', '유한양행우')"
566,2015-07-02,2015-10-30,1,"('현대차', '현대차우')"
567,2015-07-09,2015-08-11,1,"('아모레퍼시픽', '아모레퍼시픽우')"
568,2015-07-10,2015-07-29,1,"('LG화학', 'LG화학우')"
569,2015-07-28,2015-10-01,1,"('삼성전기', '삼성전기우')"
570,2015-08-03,2015-09-03,1,"('대상', '대상우')"
571,2015-08-04,2015-09-04,1,"('DB하이텍', 'DB하이텍1우')"
572,2015-08-04,2015-10-19,1,"('JW중외제약', 'JW중외제약우')"
573,2015-08-06,2015-09-03,1,"('NH투자증권', 'NH투자증권우')"
574,2015-08-17,2015-11-02,1,"('S-Oil', 'S-Oil우')"
575,2015-08-18,2015-09-21,1,"('넥센타이어', '넥센타이어1우B')"
576,2015-08-18,2015-11-09,1,"('현대건설', '현대건설우')"
577,2015-08-19,2015-09-21,1,"('SK이노베이션', 'SK이노베이션우')"
578,2015-08-20,2015-11-02,1,"('한국금융지주', '한국금융지주우')"
579,2015-08-21,2015-10-08,1,"('유한양행', '유한양행우')"
580,2015-08-24,2015-10-30,1,"('아모레퍼시픽', '아모레퍼시픽우')"
581,2015-08-24,2015-10-30,1,"('삼성화재', '삼성화재우')"
582,2015-08-24,2015-11-03,1,"('LG전자', 'LG전자우')"
583,2015-08-25,2015-11-11,1,"('대한항공', '대한항공우')"
584,2015-08-27,2015-10-29,1,"('LG생활건강', 'LG생활건강우')"
585,2015-09-08,2015-10-30,1,"('CJ', 'CJ우')"
586,2015-09-08,2015-11-13,1,"('GS', 'GS우')"
587,2015-09-09,2015-09-22,1,"('LG', 'LG우')"
588,2015-09-09,2015-10-29,1,"('아모레G', '아모레G우')"
589,2015-09-15,2015-10-30,1,"('금호석유', '금호석유우')"
590,2015-09-17,2015-11-02,1,"('삼성SDI', '삼성SDI우')"
591,2015-09-21,2015-11-03,1,"('한화솔루션', '한화솔루션우')"
592,2015-10-06,2015-10-30,1,"('CJ제일제당', 'CJ제일제당 우')"
593,2015-10-08,2015-10-30,1,"('삼성전자', '삼성전자우')"
594,2015-10-12,2015-10-30,1,"('넥센타이어', '넥센타이어1우B')"
595,2015-11-05,2015-12-03,1,"('JW중외제약', 'JW중외제약우')"
596,2015-11-10,2016-02-01,1,"('대상', '대상우')"
